response_id,customer_id,campaign_id,response_type,converted,response_date
R01239,C0376,CAM003,Opened,False,2024-03-15
R01240,C0374,CAM003,Spam,False,2024-03-08
R01241,C0313,CAM004,Converted,True,2024-04-27
R01242,C0687,CAM001,Spam,False,2024-02-05
R01243,C0673,CAM002,Opened,False,2024-03-05
R01244,C0994,CAM004,Opened,False,2024-04-04
R01245,C0213,CAM001,Converted,False,2024-01-19
R01246,C0429,CAM002,Spam,False,2024-02-15
R01247,C0829,CAM005,Clicked,False,2024-05-26
R01248,C0279,CAM005,Converted,True,2024-05-31
R01249,C0547,CAM001,Clicked,True,2024-01-16
R01250,C0577,CAM004,Converted,True,2024-04-26
R01251,C0338,CAM002,Opened,True,2024-02-25
R01252,C0158,CAM005,Ignored,False,2024-05-27
R01253,C0004,CAM002,Converted,False,2024-03-04
R01254,C0593,CAM002,Converted,True,2024-03-02
R01255,C0735,CAM003,Clicked,False,2024-03-14
R01256,C0691,CAM001,Ignored,False,2024-02-13
R01257,C0695,CAM003,Clicked,True,2024-03-14
R01258,C0190,CAM005,Converted,False,2024-06-18
R01259,C0945,CAM005,Converted,False,2024-06-06
R01260,C0498,CAM001,Clicked,False,2024-01-25
R01261,C0256,CAM004,Ignored,False,2024-04-23
R01262,C0961,CAM004,Ignored,False,2024-04-29
R01263,C0745,CAM005,Opened,False,2024-06-10
R01264,C0175,CAM002,Spam,False,2024-02-22
R01265,C0861,CAM002,Spam,False,2024-03-04
R01266,C0267,CAM003,Clicked,True,2024-03-31
R01267,C0001,CAM001,Converted,False,2024-01-27
R01268,C0510,CAM001,Opened,False,2024-02-05
R01269,C0411,CAM002,Opened,False,2024-03-10
R01270,C0658,CAM001,Ignored,True,2024-01-23
R01271,C0418,CAM004,Opened,False,2024-04-22
R01272,C0500,CAM004,Opened,True,2024-04-05
R01273,C0855,CAM004,Opened,True,2024-04-26
R01274,C0911,CAM004,Ignored,True,2024-04-20
R01275,C0252,CAM004,Ignored,False,2024-04-28
R01276,C0555,CAM001,Clicked,False,2024-01-21
R01277,C0868,CAM003,Clicked,False,2024-03-11
R01278,C0960,CAM002,Converted,False,2024-02-28
R01279,C0855,CAM003,Converted,False,2024-03-16
R01280,C0324,CAM004,Spam,False,2024-04-26
R01281,C0627,CAM005,Opened,False,2024-06-16
R01282,C0011,CAM002,Ignored,True,2024-02-27
R01283,C0204,CAM005,Clicked,False,2024-06-06
R01284,C0876,CAM004,Opened,True,2024-04-09
R01285,C0114,CAM005,Clicked,False,2024-06-07
R01286,C0919,CAM001,Opened,False,2024-02-01
R01287,C0981,CAM001,Converted,False,2024-01-22
R01288,C0336,CAM001,Opened,True,2024-01-23
R01289,C0535,CAM003,Ignored,False,2024-03-15
R01290,C0536,CAM005,Clicked,False,2024-06-15
R01291,C0700,CAM002,Ignored,True,2024-03-02
R01292,C0736,CAM002,Clicked,False,2024-03-05
R01293,C0791,CAM001,Clicked,True,2024-02-10
R01294,C0062,CAM004,Ignored,False,2024-04-20
R01295,C0104,CAM002,Ignored,True,2024-02-22
R01296,C0459,CAM005,Opened,False,2024-06-05
R01297,C0565,CAM001,Ignored,False,2024-02-14
R01298,C0360,CAM003,Clicked,False,2024-03-22
R01299,C0940,CAM004,Opened,False,2024-04-19
R01300,C0910,CAM005,Spam,False,2024-05-21
R01301,C0078,CAM004,Clicked,False,2024-04-25
R01302,C0566,CAM001,Clicked,True,2024-02-10
R01303,C0577,CAM002,Converted,False,2024-02-26
R01304,C0273,CAM001,Ignored,False,2024-01-21
R01305,C0279,CAM003,Converted,False,2024-03-13
R01306,C0826,CAM005,Ignored,False,2024-06-14
R01307,C0951,CAM003,Clicked,False,2024-03-31
R01308,C0842,CAM005,Opened,True,2024-06-14
R01309,C0249,CAM004,Converted,False,2024-04-30
R01310,C0999,CAM005,Converted,False,2024-06-12
R01311,C0267,CAM005,Opened,False,2024-05-23
R01312,C0466,CAM003,Converted,False,2024-03-28
R01313,C0849,CAM003,Ignored,False,2024-03-24
R01314,C0916,CAM003,Clicked,True,2024-03-25
R01315,C0603,CAM005,Clicked,False,2024-06-16
R01316,C0826,CAM003,Converted,True,2024-03-21
R01317,C0070,CAM005,Clicked,False,2024-05-21
R01318,C0571,CAM001,Opened,False,2024-01-22
R01319,C0977,CAM001,Clicked,False,2024-02-03
R01320,C0845,CAM004,Ignored,False,2024-04-11
R01321,C0001,CAM001,Opened,True,2024-01-20
R01322,C0623,CAM004,Ignored,False,2024-04-16
R01323,C0376,CAM003,Converted,False,2024-03-14
R01324,C0920,CAM003,Ignored,False,2024-03-31
R01325,C0779,CAM003,Clicked,False,2024-03-16
R01326,C0167,CAM003,Clicked,False,2024-03-16
R01327,C0376,CAM003,Spam,False,2024-03-20
R01328,C0507,CAM004,Converted,True,2024-04-28
R01329,C0004,CAM005,Opened,False,2024-06-13
R01330,C0888,CAM002,Spam,False,2024-03-08
R01331,C0438,CAM004,Ignored,True,2024-04-24
R01332,C0588,CAM002,Spam,False,2024-02-14
R01333,C0421,CAM004,Converted,False,2024-04-29
R01334,C0088,CAM004,Ignored,False,2024-05-01
R01335,C0279,CAM003,Converted,False,2024-03-28
R01336,C0188,CAM001,Spam,False,2024-02-08
R01337,C0772,CAM004,Ignored,False,2024-04-16
R01338,C0366,CAM001,Ignored,True,2024-01-26
R01339,C0847,CAM002,Opened,False,2024-02-22
R01340,C0491,CAM002,Ignored,False,2024-03-11
R01341,C0924,CAM005,Opened,False,2024-05-29
R01342,C0572,CAM002,Converted,True,2024-02-14
R01343,C0103,CAM005,Spam,False,2024-06-09
R01344,C0348,CAM002,Opened,True,2024-02-11
R01345,C0871,CAM005,Opened,True,2024-06-10
R01346,C0048,CAM002,Spam,True,2024-03-05
R01347,C0213,CAM001,Spam,False,2024-01-16
R01348,C0564,CAM002,Ignored,True,2024-03-07
R01349,C0961,CAM003,Ignored,False,2024-03-22
R01350,C0360,CAM005,Ignored,True,2024-05-22
R01351,C0212,CAM002,Ignored,True,2024-02-24
R01352,C0159,CAM004,Converted,False,2024-04-16
R01353,C0723,CAM005,Spam,True,2024-06-13
R01354,C0435,CAM003,Converted,False,2024-03-17
R01355,C0492,CAM003,Spam,False,2024-03-23
R01356,C0340,CAM004,Converted,False,2024-04-14
R01357,C0603,CAM003,Opened,False,2024-03-07
R01358,C0572,CAM002,Converted,False,2024-03-04
R01359,C0133,CAM002,Spam,False,2024-02-13
R01360,C0546,CAM005,Converted,False,2024-05-24
R01361,C0613,CAM004,Opened,False,2024-04-13
R01362,C0897,CAM001,Ignored,True,2024-02-03
R01363,C0764,CAM004,Ignored,True,2024-04-05
R01364,C0249,CAM003,Opened,False,2024-04-01
R01365,C0897,CAM004,Converted,False,2024-04-22
R01366,C0231,CAM004,Converted,False,2024-04-27
R01367,C0779,CAM005,Converted,False,2024-06-11
R01368,C0982,CAM004,Opened,False,2024-04-28
R01369,C0007,CAM002,Clicked,False,2024-03-10
R01370,C0701,CAM001,Opened,False,2024-01-23
R01371,C0770,CAM002,Clicked,False,2024-02-12
R01372,C0139,CAM001,Converted,False,2024-01-19
R01373,C0283,CAM004,Converted,False,2024-04-10
R01374,C0771,CAM004,Spam,True,2024-04-26
R01375,C0822,CAM002,Ignored,False,2024-02-19
R01376,C0773,CAM001,Clicked,False,2024-01-23
R01377,C0222,CAM002,Opened,False,2024-03-09
R01378,C0075,CAM005,Converted,False,2024-06-17
R01379,C0987,CAM002,Ignored,True,2024-03-05
R01380,C0886,CAM005,Clicked,False,2024-06-09
R01381,C0865,CAM001,Ignored,False,2024-02-07
R01382,C0518,CAM003,Ignored,False,2024-04-02
R01383,C0350,CAM002,Spam,True,2024-02-27
R01384,C0035,CAM005,Spam,True,2024-05-21
R01385,C0910,CAM003,Spam,False,2024-04-02
R01386,C0627,CAM005,Spam,False,2024-06-18
R01387,C0469,CAM005,Spam,False,2024-06-07
R01388,C0763,CAM004,Clicked,True,2024-04-17
R01389,C0045,CAM005,Converted,False,2024-06-11
R01390,C0431,CAM001,Converted,True,2024-02-03
R01391,C0243,CAM002,Ignored,False,2024-02-12
R01392,C0385,CAM005,Opened,False,2024-06-01
R01393,C0121,CAM004,Opened,False,2024-04-16
R01394,C0540,CAM003,Converted,False,2024-03-24
R01395,C0419,CAM003,Converted,False,2024-03-20
R01396,C0654,CAM002,Opened,False,2024-03-06
R01397,C0526,CAM005,Spam,True,2024-05-24
R01398,C0627,CAM003,Ignored,False,2024-03-18
R01399,C0163,CAM004,Spam,False,2024-04-22
R01400,C0728,CAM005,Spam,False,2024-06-17
R01401,C0259,CAM003,Spam,False,2024-03-06
R01402,C0999,CAM003,Converted,False,2024-04-02
R01403,C0826,CAM003,Ignored,True,2024-03-26
R01404,C0851,CAM003,Clicked,False,2024-03-31
R01405,C0720,CAM001,Converted,False,2024-02-05
R01406,C0849,CAM003,Ignored,False,2024-04-02
R01407,C0341,CAM002,Opened,False,2024-02-26
R01408,C0295,CAM002,Converted,False,2024-02-25
R01409,C0872,CAM003,Opened,True,2024-03-17
R01410,C0590,CAM003,Ignored,False,2024-03-15
R01411,C0242,CAM002,Spam,True,2024-03-08
R01412,C0648,CAM004,Converted,False,2024-04-12
R01413,C0667,CAM005,Clicked,False,2024-06-02
R01414,C0611,CAM003,Spam,False,2024-03-14
R01415,C0739,CAM003,Converted,True,2024-03-16
R01416,C0293,CAM001,Converted,False,2024-02-09
R01417,C0786,CAM003,Ignored,False,2024-03-28
R01418,C0518,CAM002,Ignored,True,2024-03-10
R01419,C0602,CAM005,Clicked,False,2024-05-31
R01420,C0581,CAM002,Converted,False,2024-02-16
R01421,C0696,CAM001,Clicked,False,2024-02-01
R01422,C0374,CAM005,Spam,False,2024-06-11
R01423,C0913,CAM002,Spam,False,2024-03-04
R01424,C0028,CAM004,Clicked,True,2024-04-29
R01425,C0531,CAM005,Converted,False,2024-06-03
R01426,C0257,CAM001,Spam,False,2024-01-29
R01427,C0026,CAM001,Converted,False,2024-01-21
R01428,C0743,CAM004,Spam,False,2024-04-10
R01429,C0617,CAM004,Ignored,False,2024-04-21
R01430,C0939,CAM002,Converted,False,2024-02-12
R01431,C0716,CAM005,Converted,False,2024-05-24
R01432,C0308,CAM004,Converted,False,2024-04-29
R01433,C0756,CAM002,Converted,True,2024-02-19
R01434,C0204,CAM005,Opened,False,2024-06-08
R01435,C0456,CAM003,Converted,False,2024-03-27
R01436,C0135,CAM004,Converted,True,2024-04-28
R01437,C0811,CAM004,Ignored,False,2024-04-07
R01438,C0471,CAM003,Ignored,False,2024-03-08
R01439,C0510,CAM001,Converted,False,2024-01-17
R01440,C0761,CAM001,Converted,True,2024-01-17
R01441,C0599,CAM004,Clicked,True,2024-04-04
R01442,C0848,CAM001,Spam,False,2024-01-25
R01443,C0797,CAM005,Converted,True,2024-06-14
R01444,C0329,CAM005,Spam,True,2024-06-03
R01445,C0059,CAM003,Ignored,False,2024-03-30
R01446,C0929,CAM002,Opened,True,2024-02-11
R01447,C0549,CAM005,Ignored,False,2024-06-10
R01448,C0459,CAM005,Clicked,False,2024-05-24
R01449,C0052,CAM003,Ignored,True,2024-04-03
R01450,C0859,CAM003,Spam,True,2024-03-09
R01451,C0425,CAM004,Opened,False,2024-04-21
R01452,C0345,CAM004,Ignored,False,2024-04-20
R01453,C0850,CAM003,Opened,True,2024-03-10
R01454,C0728,CAM005,Opened,False,2024-06-08
R01455,C0358,CAM001,Converted,False,2024-01-28
R01456,C0676,CAM001,Clicked,False,2024-01-24
R01457,C0613,CAM004,Clicked,False,2024-04-11
R01458,C0951,CAM003,Ignored,True,2024-03-21
R01459,C0662,CAM001,Ignored,False,2024-02-13
R01460,C0129,CAM005,Converted,False,2024-05-30
R01461,C0128,CAM005,Ignored,False,2024-05-28
R01462,C0666,CAM005,Opened,False,2024-05-31
R01463,C0792,CAM003,Clicked,True,2024-03-29
R01464,C0018,CAM005,Opened,False,2024-05-25
R01465,C0670,CAM004,Opened,False,2024-04-28
R01466,C0075,CAM002,Ignored,False,2024-03-08
R01467,C0137,CAM004,Spam,True,2024-04-16
R01468,C0856,CAM004,Ignored,True,2024-04-28
R01469,C0289,CAM002,Converted,False,2024-02-18
R01470,C0467,CAM001,Converted,False,2024-02-07
R01471,C0232,CAM003,Clicked,False,2024-04-03
R01472,C0341,CAM002,Spam,False,2024-02-27
R01473,C0973,CAM005,Clicked,False,2024-05-23
R01474,C0319,CAM001,Clicked,False,2024-01-30
R01475,C0343,CAM004,Spam,False,2024-04-17
R01476,C0982,CAM001,Ignored,False,2024-01-17
R01477,C0715,CAM003,Clicked,False,2024-04-02
R01478,C0208,CAM004,Converted,False,2024-04-27
R01479,C0140,CAM004,Opened,False,2024-04-11
R01480,C0931,CAM005,Spam,False,2024-05-23
R01481,C0580,CAM005,Ignored,True,2024-05-21
R01482,C0153,CAM004,Opened,False,2024-04-16
R01483,C0321,CAM001,Ignored,True,2024-02-09
R01484,C0660,CAM005,Opened,False,2024-06-04
R01485,C0725,CAM002,Converted,False,2024-02-22
R01486,C0574,CAM001,Converted,True,2024-02-04
R01487,C0656,CAM005,Opened,False,2024-05-21
R01488,C0024,CAM001,Opened,False,2024-02-13
R01489,C0294,CAM003,Ignored,True,2024-03-09
R01490,C0704,CAM005,Clicked,False,2024-06-04
R01491,C0727,CAM001,Converted,False,2024-01-23
R01492,C0801,CAM004,Opened,True,2024-04-24
R01493,C0046,CAM005,Spam,False,2024-05-29
R01494,C0433,CAM004,Ignored,False,2024-04-16
R01495,C0620,CAM005,Clicked,True,2024-06-05
R01496,C0986,CAM002,Converted,False,2024-03-04
R01497,C0549,CAM003,Spam,True,2024-04-01
R01498,C0284,CAM005,Opened,False,2024-05-22
R01499,C0323,CAM001,Ignored,False,2024-01-19
R01500,C0448,CAM003,Spam,False,2024-03-08
R01501,C0352,CAM001,Clicked,True,2024-02-12
R01502,C0687,CAM003,Opened,False,2024-03-14
R01503,C0744,CAM001,Spam,False,2024-01-22
R01504,C0988,CAM001,Spam,True,2024-02-07
R01505,C0735,CAM005,Ignored,False,2024-05-26
R01506,C0513,CAM004,Clicked,False,2024-04-10
R01507,C0891,CAM002,Ignored,False,2024-03-08
R01508,C0089,CAM003,Spam,False,2024-04-01
R01509,C0710,CAM001,Opened,True,2024-02-10
R01510,C0063,CAM003,Ignored,False,2024-03-08
R01511,C0468,CAM005,Opened,False,2024-06-12
R01512,C0066,CAM002,Converted,True,2024-03-11
R01513,C0946,CAM001,Converted,False,2024-01-31
R01514,C0707,CAM003,Ignored,True,2024-04-03
R01515,C0547,CAM005,Converted,False,2024-06-05
R01516,C0738,CAM004,Ignored,False,2024-04-29
R01517,C0812,CAM004,Ignored,False,2024-04-30
R01518,C0510,CAM001,Opened,True,2024-01-27
R01519,C0396,CAM002,Converted,False,2024-02-20
R01520,C0399,CAM005,Spam,False,2024-06-02
R01521,C0218,CAM003,Spam,False,2024-03-28
R01522,C0709,CAM004,Converted,True,2024-04-25
R01523,C0284,CAM005,Spam,True,2024-05-24
R01524,C0749,CAM002,Opened,False,2024-02-14
R01525,C0219,CAM004,Opened,False,2024-04-27
R01526,C0288,CAM003,Opened,False,2024-03-23
R01527,C0505,CAM005,Ignored,False,2024-06-11
R01528,C0611,CAM003,Clicked,False,2024-03-23
R01529,C0103,CAM005,Ignored,False,2024-06-02
R01530,C0134,CAM004,Ignored,True,2024-04-25
R01531,C0941,CAM004,Clicked,True,2024-04-10
R01532,C0584,CAM001,Clicked,False,2024-02-09
R01533,C0501,CAM004,Opened,False,2024-04-22
R01534,C0504,CAM003,Opened,True,2024-03-17
R01535,C0282,CAM002,Converted,False,2024-02-18
R01536,C0934,CAM005,Clicked,False,2024-06-14
R01537,C0003,CAM003,Converted,True,2024-03-25
R01538,C0818,CAM001,Converted,True,2024-01-18
R01539,C0526,CAM003,Ignored,False,2024-03-09
R01540,C0686,CAM003,Converted,False,2024-03-06
R01541,C0687,CAM004,Converted,False,2024-04-04
R01542,C0027,CAM003,Opened,True,2024-03-23
R01543,C0919,CAM003,Spam,False,2024-03-17
R01544,C0871,CAM003,Spam,False,2024-03-13
R01545,C0560,CAM004,Converted,False,2024-04-14
R01546,C0110,CAM001,Ignored,False,2024-01-26
R01547,C0603,CAM005,Ignored,False,2024-05-23
R01548,C0715,CAM005,Opened,False,2024-06-03
R01549,C0475,CAM004,Ignored,False,2024-04-16
R01550,C0829,CAM005,Spam,True,2024-06-13
R01551,C0927,CAM003,Converted,True,2024-03-20
R01552,C0288,CAM003,Ignored,True,2024-03-15
R01553,C0552,CAM005,Converted,False,2024-06-06
R01554,C0554,CAM001,Converted,False,2024-01-17
R01555,C0881,CAM004,Spam,True,2024-04-04
R01556,C0004,CAM003,Spam,False,2024-03-11
R01557,C0625,CAM003,Opened,False,2024-04-02
R01558,C0783,CAM002,Spam,True,2024-03-02
R01559,C0958,CAM005,Converted,False,2024-05-26
R01560,C0920,CAM004,Converted,False,2024-04-21
R01561,C0857,CAM001,Converted,True,2024-02-11
R01562,C0792,CAM001,Opened,False,2024-02-07
R01563,C0840,CAM004,Clicked,False,2024-04-05
R01564,C0364,CAM001,Spam,True,2024-02-03
R01565,C0123,CAM002,Converted,False,2024-03-04
R01566,C0861,CAM002,Spam,False,2024-02-29
R01567,C0300,CAM001,Clicked,False,2024-01-18
R01568,C0111,CAM002,Converted,True,2024-03-06
R01569,C0284,CAM002,Converted,True,2024-02-17
R01570,C0708,CAM002,Spam,True,2024-02-28
R01571,C0411,CAM002,Opened,False,2024-03-08
R01572,C0591,CAM004,Clicked,False,2024-04-29
R01573,C0177,CAM001,Clicked,False,2024-01-28
R01574,C0903,CAM001,Ignored,True,2024-01-27
R01575,C0104,CAM002,Opened,False,2024-03-01
R01576,C0419,CAM003,Converted,False,2024-04-03
R01577,C0093,CAM003,Clicked,False,2024-03-19
R01578,C0306,CAM003,Ignored,False,2024-03-31
R01579,C0681,CAM004,Clicked,False,2024-04-29
R01580,C0030,CAM002,Ignored,False,2024-02-15
R01581,C0719,CAM001,Converted,False,2024-02-01
R01582,C0399,CAM004,Spam,True,2024-04-03
R01583,C0992,CAM003,Ignored,True,2024-03-14
R01584,C0297,CAM002,Opened,False,2024-03-11
R01585,C0293,CAM001,Converted,True,2024-02-04
R01586,C0796,CAM002,Clicked,False,2024-03-08
R01587,C0383,CAM004,Spam,False,2024-04-29
R01588,C0949,CAM001,Spam,True,2024-02-11
R01589,C0820,CAM004,Opened,False,2024-04-11
R01590,C0509,CAM003,Opened,False,2024-03-26
R01591,C0585,CAM004,Spam,True,2024-04-11
R01592,C0545,CAM004,Spam,False,2024-04-09
R01593,C0910,CAM003,Ignored,True,2024-03-06
R01594,C0529,CAM005,Ignored,True,2024-06-15
R01595,C0701,CAM005,Spam,False,2024-05-21
R01596,C0857,CAM001,Converted,False,2024-02-05
R01597,C0366,CAM002,Clicked,False,2024-02-29
R01598,C0176,CAM005,Ignored,False,2024-05-21
R01599,C0945,CAM005,Ignored,False,2024-05-22
R01600,C0783,CAM003,Ignored,False,2024-03-07
R01601,C0700,CAM002,Spam,True,2024-03-02
R01602,C0652,CAM004,Converted,True,2024-04-16
R01603,C0732,CAM005,Opened,True,2024-05-27
R01604,C0519,CAM001,Opened,False,2024-01-26
R01605,C0784,CAM001,Spam,False,2024-02-04
R01606,C0435,CAM005,Ignored,True,2024-06-05
R01607,C0964,CAM001,Spam,True,2024-02-02
R01608,C0280,CAM002,Converted,False,2024-02-16
R01609,C0266,CAM002,Clicked,False,2024-02-27
R01610,C0946,CAM001,Clicked,False,2024-01-30
R01611,C0082,CAM001,Ignored,True,2024-01-16
R01612,C0281,CAM001,Opened,False,2024-01-27
R01613,C0898,CAM001,Opened,False,2024-01-17
R01614,C0007,CAM002,Opened,True,2024-02-25
R01615,C0061,CAM005,Converted,False,2024-06-06
R01616,C0232,CAM001,Opened,False,2024-01-27
R01617,C0860,CAM005,Spam,False,2024-06-17
R01618,C0325,CAM002,Ignored,True,2024-02-27
R01619,C0032,CAM005,Opened,True,2024-06-13
R01620,C0985,CAM005,Opened,True,2024-05-21
R01621,C0274,CAM002,Ignored,False,2024-02-12
R01622,C0722,CAM004,Converted,False,2024-04-12
R01623,C0482,CAM005,Clicked,False,2024-05-27
R01624,C0854,CAM002,Spam,False,2024-02-24
R01625,C0832,CAM004,Spam,False,2024-04-19
R01626,C0741,CAM002,Clicked,False,2024-02-25
R01627,C0622,CAM001,Opened,False,2024-01-22
R01628,C0323,CAM003,Clicked,True,2024-03-17
R01629,C0169,CAM004,Opened,False,2024-04-14
R01630,C0155,CAM002,Opened,True,2024-03-07
R01631,C0734,CAM001,Opened,True,2024-02-11
R01632,C0895,CAM003,Ignored,True,2024-04-02
R01633,C0479,CAM005,Spam,True,2024-05-31
R01634,C0896,CAM002,Converted,True,2024-02-18
R01635,C0504,CAM005,Converted,True,2024-05-27
R01636,C0926,CAM003,Clicked,False,2024-03-17
R01637,C0675,CAM002,Ignored,True,2024-03-05
R01638,C0574,CAM001,Ignored,False,2024-02-10
R01639,C0097,CAM004,Opened,False,2024-04-26
R01640,C0096,CAM004,Ignored,False,2024-04-20
R01641,C0551,CAM005,Clicked,False,2024-06-02
R01642,C0903,CAM001,Spam,False,2024-01-19
R01643,C0481,CAM001,Converted,False,2024-01-31
R01644,C0794,CAM004,Opened,True,2024-04-23
R01645,C0690,CAM002,Clicked,True,2024-02-15
R01646,C0517,CAM001,Spam,True,2024-02-01
R01647,C0199,CAM004,Spam,True,2024-04-23
R01648,C0940,CAM001,Opened,False,2024-01-26
R01649,C0766,CAM002,Converted,False,2024-02-15
R01650,C0163,CAM004,Ignored,True,2024-04-26
R01651,C0864,CAM005,Converted,False,2024-06-19
R01652,C0529,CAM004,Converted,False,2024-04-11
R01653,C0715,CAM003,Converted,False,2024-03-10
R01654,C0618,CAM002,Converted,True,2024-02-21
R01655,C0751,CAM002,Clicked,False,2024-02-24
R01656,C0244,CAM001,Converted,True,2024-01-22
R01657,C0860,CAM001,Spam,True,2024-02-02
R01658,C0325,CAM004,Opened,False,2024-04-08
R01659,C0981,CAM001,Spam,True,2024-02-04
R01660,C0910,CAM003,Opened,True,2024-03-21
R01661,C0331,CAM002,Spam,False,2024-02-14
R01662,C0660,CAM003,Opened,False,2024-03-09
R01663,C0385,CAM005,Converted,False,2024-06-18
R01664,C0408,CAM003,Clicked,False,2024-03-22
R01665,C0345,CAM004,Converted,False,2024-04-30
R01666,C0279,CAM003,Opened,False,2024-03-06
R01667,C0264,CAM002,Spam,False,2024-02-23
R01668,C0866,CAM002,Clicked,False,2024-03-10
R01669,C0283,CAM004,Clicked,True,2024-04-25
R01670,C0403,CAM001,Converted,False,2024-01-24
R01671,C0488,CAM001,Spam,False,2024-01-29
R01672,C0574,CAM001,Clicked,False,2024-02-04
R01673,C0233,CAM001,Spam,True,2024-02-06
R01674,C0721,CAM001,Converted,False,2024-02-04
R01675,C0603,CAM003,Opened,True,2024-03-23
R01676,C0249,CAM004,Opened,True,2024-04-25
R01677,C0610,CAM002,Ignored,False,2024-02-22
R01678,C0786,CAM005,Spam,False,2024-06-04
R01679,C0141,CAM002,Ignored,False,2024-03-07
R01680,C0031,CAM004,Ignored,False,2024-04-08
R01681,C0172,CAM002,Converted,False,2024-02-28
R01682,C0148,CAM001,Clicked,False,2024-02-08
R01683,C0664,CAM002,Opened,True,2024-02-17
R01684,C0634,CAM001,Converted,False,2024-01-16
R01685,C0403,CAM002,Ignored,False,2024-02-24
R01686,C0182,CAM005,Spam,False,2024-06-09
R01687,C0942,CAM001,Opened,False,2024-01-23
R01688,C0244,CAM001,Clicked,False,2024-01-16
R01689,C0662,CAM003,Ignored,True,2024-03-26
R01690,C0888,CAM004,Opened,False,2024-04-16
R01691,C0003,CAM003,Spam,False,2024-04-02
R01692,C0593,CAM002,Opened,True,2024-03-10
R01693,C0819,CAM001,Spam,False,2024-01-31
R01694,C0113,CAM004,Converted,True,2024-04-22
R01695,C0510,CAM001,Clicked,True,2024-02-11
R01696,C0586,CAM001,Ignored,False,2024-01-31
R01697,C0310,CAM005,Spam,True,2024-06-05
R01698,C0688,CAM005,Clicked,False,2024-05-29
R01699,C0661,CAM002,Clicked,True,2024-02-28
R01700,C0065,CAM003,Ignored,False,2024-03-07
R01701,C0568,CAM003,Converted,False,2024-03-19
R01702,C0431,CAM001,Opened,False,2024-02-11
R01703,C0349,CAM005,Converted,False,2024-05-29
R01704,C0825,CAM002,Ignored,True,2024-02-14
R01705,C0978,CAM004,Clicked,True,2024-04-14
R01706,C0243,CAM004,Spam,False,2024-04-17
R01707,C0616,CAM002,Clicked,False,2024-02-21
R01708,C0408,CAM005,Ignored,True,2024-06-17
R01709,C0468,CAM005,Converted,True,2024-06-15
R01710,C0276,CAM002,Spam,True,2024-02-16
R01711,C0542,CAM005,Clicked,False,2024-05-26
R01712,C0039,CAM003,Ignored,False,2024-03-25
R01713,C0472,CAM005,Ignored,False,2024-05-24
R01714,C0891,CAM001,Spam,False,2024-01-23
R01715,C0125,CAM001,Clicked,False,2024-02-14
R01716,C0718,CAM005,Clicked,False,2024-06-06
R01717,C0671,CAM001,Clicked,False,2024-02-10
R01718,C0290,CAM003,Spam,False,2024-03-25
R01719,C0103,CAM005,Ignored,True,2024-06-10
R01720,C0902,CAM001,Clicked,False,2024-01-29
R01721,C0745,CAM005,Opened,False,2024-05-23
R01722,C0718,CAM005,Ignored,False,2024-06-05
R01723,C0296,CAM005,Ignored,True,2024-06-19
R01724,C0344,CAM005,Ignored,False,2024-05-23
R01725,C0665,CAM001,Clicked,False,2024-01-29
R01726,C0880,CAM005,Converted,False,2024-05-21
R01727,C0278,CAM005,Converted,False,2024-05-25
R01728,C0633,CAM001,Opened,True,2024-01-28
R01729,C0471,CAM005,Spam,False,2024-05-30
R01730,C0526,CAM003,Opened,False,2024-04-02
R01731,C0560,CAM005,Converted,False,2024-06-03
R01732,C0820,CAM002,Ignored,False,2024-03-09
R01733,C0451,CAM003,Clicked,False,2024-04-04
R01734,C0109,CAM005,Spam,True,2024-06-18
R01735,C0421,CAM004,Converted,False,2024-04-06
R01736,C0048,CAM003,Clicked,False,2024-03-26
R01737,C0276,CAM002,Ignored,True,2024-03-02
R01738,C0126,CAM004,Spam,False,2024-04-12
R01739,C0548,CAM001,Clicked,False,2024-01-30
R01740,C0413,CAM004,Clicked,False,2024-04-08
R01741,C0459,CAM005,Converted,False,2024-06-01
R01742,C0950,CAM003,Converted,True,2024-03-29
R01743,C0444,CAM002,Converted,False,2024-03-03
R01744,C0311,CAM002,Converted,True,2024-02-14
R01745,C0148,CAM003,Opened,False,2024-03-14
R01746,C0786,CAM003,Converted,False,2024-03-06
R01747,C0302,CAM002,Converted,True,2024-02-25
R01748,C0697,CAM003,Spam,False,2024-03-15
R01749,C0351,CAM001,Ignored,False,2024-01-29
R01750,C0719,CAM001,Ignored,False,2024-02-06
R01751,C0477,CAM003,Ignored,True,2024-03-12
R01752,C0376,CAM003,Ignored,False,2024-04-02
R01753,C0545,CAM004,Clicked,False,2024-04-02
R01754,C0148,CAM003,Ignored,False,2024-04-03
R01755,C0418,CAM004,Spam,False,2024-04-30
R01756,C0505,CAM005,Spam,False,2024-06-01
R01757,C0160,CAM001,Ignored,False,2024-02-14
R01758,C0396,CAM004,Ignored,False,2024-04-03
R01759,C0340,CAM001,Ignored,False,2024-02-13
R01760,C0476,CAM002,Clicked,False,2024-02-27
R01761,C0823,CAM005,Opened,True,2024-06-17
R01762,C0871,CAM005,Clicked,False,2024-06-13
R01763,C0902,CAM001,Clicked,False,2024-02-05
R01764,C0519,CAM001,Ignored,False,2024-02-07
R01765,C0285,CAM001,Clicked,False,2024-01-23
R01766,C0186,CAM004,Ignored,False,2024-04-20
R01767,C0090,CAM001,Converted,False,2024-01-29
